1.0000000000,0.8662054677,0.5502000966,0.8420877828,0.9587799876,0.9453578508,0.8269235095,0.6583153487,0.9065183292,0.9183530202
0.8662054677,1.0000000000,0.7495941163,0.8997898806,0.8785878247,0.7675935901,0.9497072461,0.8071852315,0.9115356146,0.8482363095
0.5502000966,0.7495941163,1.0000000000,0.6413460738,0.6479597356,0.3740828435,0.6582136647,0.9141562067,0.6412436057,0.6572573694
0.8420877828,0.8997898806,0.6413460738,1.0000000000,0.8216386868,0.7984804795,0.9196436875,0.7001287631,0.9341890011,0.7929350402
0.9587799876,0.8785878247,0.6479597356,0.8216386868,1.0000000000,0.8759638108,0.8122600296,0.7528476149,0.8961907654,0.9699615150
0.9453578508,0.7675935901,0.3740828435,0.7984804795,0.8759638108,1.0000000000,0.7608522237,0.4643840148,0.8405080624,0.8232158988
0.8269235095,0.9497072461,0.6582136647,0.9196436875,0.8122600296,0.7608522237,1.0000000000,0.7324939545,0.9063317784,0.7902573086
0.6583153487,0.8071852315,0.9141562067,0.7001287631,0.7528476149,0.4643840148,0.7324939545,1.0000000000,0.7453628882,0.7676808116
0.9065183292,0.9115356146,0.6412436057,0.9341890011,0.8961907654,0.8405080624,0.9063317784,0.7453628882,1.0000000000,0.8553386387
0.9183530202,0.8482363095,0.6572573694,0.7929350402,0.9699615150,0.8232158988,0.7902573086,0.7676808116,0.8553386387,1.0000000000
