1.0000000000,0.9651466850,0.9560002417,0.9571899193,0.9574904889,0.9874487690,0.9557083874,0.9784772904,0.8911798482,0.9536036406
0.9651466850,1.0000000000,0.9232186039,0.9754856710,0.9663985065,0.9591691915,0.9609770198,0.9495981708,0.9446455373,0.9615438305
0.9560002417,0.9232186039,1.0000000000,0.8927659340,0.9145908756,0.9514255488,0.9569098568,0.9640909337,0.8220324028,0.9171213597
0.9571899193,0.9754856710,0.8927659340,1.0000000000,0.9681649960,0.9582185454,0.9332992098,0.9375291836,0.9484859663,0.9619400056
0.9574904889,0.9663985065,0.9145908756,0.9681649960,1.0000000000,0.9629010665,0.9513800205,0.9538786646,0.9438882050,0.9823360382
0.9874487690,0.9591691915,0.9514255488,0.9582185454,0.9629010665,1.0000000000,0.9465283236,0.9740804267,0.8939687568,0.9610358083
0.9557083874,0.9609770198,0.9569098568,0.9332992098,0.9513800205,0.9465283236,1.0000000000,0.9529841308,0.9154277837,0.9582352221
0.9784772904,0.9495981708,0.9640909337,0.9375291836,0.9538786646,0.9740804267,0.9529841308,1.0000000000,0.8759528526,0.9510130541
0.8911798482,0.9446455373,0.8220324028,0.9484859663,0.9438882050,0.8939687568,0.9154277837,0.8759528526,1.0000000000,0.9438954358
0.9536036406,0.9615438305,0.9171213597,0.9619400056,0.9823360382,0.9610358083,0.9582352221,0.9510130541,0.9438954358,1.0000000000
