1.0000000000,0.9409281130,0.7882861603,0.9771548874,0.9566152829,0.9716863354,0.9254179012,0.9504330995,0.9635434816,0.9477328116
0.9409281130,1.0000000000,0.8568752947,0.9181705259,0.9163174399,0.9245983166,0.9717977352,0.9595203541,0.8862743531,0.9171096514
0.7882861603,0.8568752947,1.0000000000,0.7587513572,0.7535535058,0.7466844791,0.8815132649,0.8228502808,0.7079183565,0.7594738083
0.9771548874,0.9181705259,0.7587513572,1.0000000000,0.9673290705,0.9632371342,0.8958348683,0.9447065931,0.9730848867,0.9455882851
0.9566152829,0.9163174399,0.7535535058,0.9673290705,1.0000000000,0.9402836334,0.8881168168,0.9521921007,0.9625430244,0.9571049140
0.9716863354,0.9245983166,0.7466844791,0.9632371342,0.9402836334,1.0000000000,0.8981183690,0.9237369086,0.9620446475,0.9222059586
0.9254179012,0.9717977352,0.8815132649,0.8958348683,0.8881168168,0.8981183690,1.0000000000,0.9376145226,0.8553958295,0.9066228964
0.9504330995,0.9595203541,0.8228502808,0.9447065931,0.9521921007,0.9237369086,0.9376145226,1.0000000000,0.9192884857,0.9434549477
0.9635434816,0.8862743531,0.7079183565,0.9730848867,0.9625430244,0.9620446475,0.8553958295,0.9192884857,1.0000000000,0.9320602986
0.9477328116,0.9171096514,0.7594738083,0.9455882851,0.9571049140,0.9222059586,0.9066228964,0.9434549477,0.9320602986,1.0000000000
