1.0000000000,0.9263495123,0.9206974308,0.9577675145,0.9385286473,0.9489619082,0.9598378953,0.8866506659,0.9495736082,0.9428891534
0.9263495123,1.0000000000,0.9097146806,0.9373326471,0.9368679667,0.9447834162,0.9446906641,0.8501557170,0.9395476075,0.9404422442
0.9206974308,0.9097146806,1.0000000000,0.9354318295,0.8414753696,0.8658388001,0.9412681235,0.9450912457,0.8802185673,0.8528627642
0.9577675145,0.9373326471,0.9354318295,1.0000000000,0.9153220023,0.9159128971,0.9446751519,0.8663610956,0.9655292479,0.9165614600
0.9385286473,0.9368679667,0.8414753696,0.9153220023,1.0000000000,0.9675805548,0.8994869091,0.7926806506,0.9301003012,0.9741416086
0.9489619082,0.9447834162,0.8658388001,0.9159128971,0.9675805548,1.0000000000,0.9324486941,0.8167507179,0.9391187641,0.9700172756
0.9598378953,0.9446906641,0.9412681235,0.9446751519,0.8994869091,0.9324486941,1.0000000000,0.9039695513,0.9257884457,0.9126001189
0.8866506659,0.8501557170,0.9450912457,0.8663610956,0.7926806506,0.8167507179,0.9039695513,1.0000000000,0.8048248964,0.8010797527
0.9495736082,0.9395476075,0.8802185673,0.9655292479,0.9301003012,0.9391187641,0.9257884457,0.8048248964,1.0000000000,0.9265002839
0.9428891534,0.9404422442,0.8528627642,0.9165614600,0.9741416086,0.9700172756,0.9126001189,0.8010797527,0.9265002839,1.0000000000
